"MKZ";"GWK";"GWK25"
"47421329";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"47421330";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"47421847";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"47421985";"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"47422884";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"47422900";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"47422901";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"47426271";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"47426272";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"47426273";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"47426274";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"47426275";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"47426276";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"47426277";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"4742E0011";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"4742E0478";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"4742W043";"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"47430005";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47430006";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47430301_1";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"47430301_2";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"47430401_1";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"47430401_2";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"47430549";"DESN_FM-2-1";"DESN_FM-2-1"
"47430864";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47430865";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47430990";"DESN_FM-2-1";"DESN_FM-2-1"
"47430991";"DESN_FM-2-1";"DESN_FM-2-1"
"47431102";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47431104";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47431238";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47431460";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"47431461";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"47431512";"DESN_FM-2-1";"DESN_FM-2-1"
"47431937";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"47431938";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"47433619";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47433625";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47440004";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47440008";"DESN_EL-2-4";"DESN_EL-2-4"
"47440023";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47440132";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47440178";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47440179";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47440188";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47440191";"DESN_EL-2-4";"DESN_EL-2-4"
"47440551";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47440625";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47440649";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47441004";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47441105";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47441109";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47441148";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47443601";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"4744E0006";"DESN_EL-2-5-6";"DESN_EL-2-5-6"
"47450023";"DESN_EL-2-4";"DESN_EL-2-4"
"47450024";"DESN_EL-2-4";"DESN_EL-2-4"
"47450141";"DESN_EL-2-4";"DESN_EL-2-4"
"47450142";"DESN_EL-2-4";"DESN_EL-2-4"
"47450143";"DESN_EL-2-4";"DESN_EL-2-4"
"47450144";"DESN_EL-2-4";"DESN_EL-2-4"
"47450145";"DESN_EL-2-4";"DESN_EL-2-4"
"47450146";"DESN_EL-2-4";"DESN_EL-2-4"
"47450147";"DESN_EL-2-4";"DESN_EL-2-4"
"47450152";"DESN_EL-2-4";"DESN_EL-2-4"
"47450153";"DESN_EL-2-4";"DESN_EL-2-4"
"47450154";"DESN_EL-2-4";"DESN_EL-2-4"
"47450155";"DESN_EL-2-4";"DESN_EL-2-4"
"47450156";"DESN_EL-2-4";"DESN_EL-2-4"
"47450157";"DESN_EL-2-4";"DESN_EL-2-4"
"47450159";"DESN_EL-2-4";"DESN_EL-2-4"
"47450160";"DESN_EL-2-4";"DESN_EL-2-4"
"47450161";"DESN_EL-2-4";"DESN_EL-2-4"
"47450165";"DESN_EL-2-4";"DESN_EL-2-4"
"47450181";"DESN_EL-2-4";"DESN_EL-2-4"
"47450187";"DESN_EL-2-4";"DESN_EL-2-4"
"47450552";"DESN_EL-2-4";"DESN_EL-2-4"
"47450554";"DESN_EL-2-4";"DESN_EL-2-4"
"47450876";"DESN_EL-2-4";"DESN_EL-2-4"
"47450963";"DESN_EL-2-4";"DESN_EL-2-4"
"47451413";"DESN_EL-2-4";"DESN_EL-2-4"
"47451414";"DESN_EL-2-4";"DESN_EL-2-4"
"47451416";"DESN_EL-2-4";"DESN_EL-2-4"
"47451420";"DESN_EL-2-4";"DESN_EL-2-4"
"47451421";"DESN_EL-2-4";"DESN_EL-2-4"
"47451981";"DESN_EL-2-4";"DESN_EL-2-4"
"47454038";"DESN_EL-2-4";"DESN_EL-2-4"
"47454039";"DESN_EL-2-4";"DESN_EL-2-4"
"47454040";"DESN_EL-2-4";"DESN_EL-2-4"
"47454041";"DESN_EL-2-4";"DESN_EL-2-4"
"47456211";"DESN_EL-2-4";"DESN_EL-2-4"
"47456213";"DESN_EL-2-4";"DESN_EL-2-4"
"47460263";"DESN_EL-2-3";"DESN_EL-2-3"
"47460264";"DESN_EL-2-3";"DESN_EL-2-3"
"47460265";"DESN_EL-2-3";"DESN_EL-2-3"
"47460266";"DESN_EL-2-3";"DESN_EL-2-3"
"47460267";"DESN_SE-3-5";"DESN_SE-3-5"
"47460268";"DESN_SE-3-5";"DESN_SE-3-5"
"47460269";"DESN_SE-3-5";"DESN_SE-3-5"
"47460555";"DESN_EL-2-4";"DESN_EL-2-4"
"47460556";"DESN_EL-2-4";"DESN_EL-2-4"
"47460558";"DESN_SE-3-5";"DESN_SE-3-5"
"47461036";"DESN_EL-2-4";"DESN_EL-2-4"
"47461114";"DESN_EL-2-4";"DESN_EL-2-4"
"47461411";"DESN_EL-2-4";"DESN_EL-2-4"
"47461412";"DESN_EL-2-4";"DESN_EL-2-4"
"47461415";"DESN_EL-2-4";"DESN_EL-2-4"
"47461418";"DESN_EL-2-4";"DESN_EL-2-4"
"47461855";"DESN_EL-2-4";"DESN_EL-2-4"
"47461856";"DESN_EL-2-4";"DESN_EL-2-4"
"47464051";"DESN_EL-2-4";"DESN_EL-2-4"
"47464052";"DESN_EL-2-4";"DESN_EL-2-4"
"47464053";"DESN_EL-2-4";"DESN_EL-2-4"
"4746E6022";"DESN_EL-2-3";"DESN_EL-2-3"
"47470001";"DESN_SE-3-5";"DESN_SE-3-5"
"47470005";"DESN_SE-3-2";"DESN_SE-3-6"
"47470244";"DESN_SE-3-5";"DESN_SE-3-5"
"47470245";"DESN_SE-3-5";"DESN_SE-3-5"
"47470246";"DESN_SE-3-5";"DESN_SE-3-5"
"47470247";"DESN_SE-3-5";"DESN_SE-3-5"
"47470248";"DESN_SE-3-5";"DESN_SE-3-5"
"47470249";"DESN_SE-3-5";"DESN_SE-3-5"
"47470250";"DESN_SE-3-5";"DESN_SE-3-5"
"47470271";"DESN_SE-3-5";"DESN_SE-3-5"
"47470369";"DESN_SE-3-5";"DESN_SE-3-5"
"47470370";"DESN_SE-3-5";"DESN_SE-3-5"
"47470371";"DESN_SE-3-5";"DESN_SE-3-5"
"47470372";"DESN_SE-3-5";"DESN_SE-3-5"
"47470373";"DESN_SE-3-5";"DESN_SE-3-5"
"47470374";"DESN_SE-3-5";"DESN_SE-3-5"
"47470375";"DESN_SE-3-5";"DESN_SE-3-5"
"47470583";"DESN_SE-3-5";"DESN_SE-3-5"
"47470585";"DESN_SE-3-5";"DESN_SE-3-5"
"47470601";"DESN_SE-3-5";"DESN_SE-3-5"
"47470666";"DESN_SE-3-5";"DESN_SE-3-5"
"47471054";"DESN_SE-3-5";"DESN_SE-3-5"
"47471056";"DESN_SE-3-5";"DESN_SE-3-5"
"47471058";"DESN_SE-3-5";"DESN_SE-3-5"
"47471059";"DESN_EL-1-3";"DESN_EL-1-3"
"47474031";"DESN_SE-3-5";"DESN_SE-3-5"
"47476026";"DESN_SE-3-5";"DESN_SE-3-5"
"4747E6025";"DESN_SE-3-5";"DESN_SE-3-5"
"47480002";"DESN_SE-2-1";"DESN_SE-2-1-1"
"47480586";"DESN_SE-3-2";"DESN_SE-3-6"
"47480587";"DESN_SE-3-4";"DESN_SE-3-4"
"47480623";"DESN_SE-3-2";"DESN_SE-3-6"
"47480633";"DESN_SE-3-4";"DESN_SE-3-4"
"47481057";"DESN_SE-3-5";"DESN_SE-3-5"
"47481243";"DESN_SE-3-2";"DESN_SE-3-6"
"47481369";"DESN_SE-3-2";"DESN_SE-3-6"
"47481370";"DESN_SE-3-2";"DESN_SE-3-6"
"47481371";"DESN_SE-3-2";"DESN_SE-3-6"
"47481375";"DESN_SE-3-2";"DESN_SE-3-6"
"47481399";"DESN_SE-3-2";"DESN_SE-3-6"
"47481555";"DESN_SE-3-2";"DESN_SE-3-6"
"47481696";"DESN_SE-3-2";"DESN_SE-3-6"
"47481860";"DESN_SE-3-4";"DESN_SE-3-4"
"47486042";"DESN_SE-3-2";"DESN_SE-3-6"
"47486043";"DESN_SE-3-2";"DESN_SE-3-6"
"47486044";"DESN_SE-3-2";"DESN_SE-3-6"
"47486045";"DESN_SE-3-2";"DESN_SE-3-6"
"47486057";"DESN_SE-3-2";"DESN_SE-3-6"
"47486058";"DESN_SE-3-2";"DESN_SE-3-6"
"47486059";"DESN_SE-3-2";"DESN_SE-3-6"
"47486060";"DESN_SE-3-2";"DESN_SE-3-6"
"47486061";"DESN_SE-3-2";"DESN_SE-3-6"
"47488088";"DESN_SE-3-2";"DESN_SE-3-6"
"47488089";"DESN_SE-3-2";"DESN_SE-3-6"
"47488090";"DESN_SE-3-2";"DESN_SE-3-6"
"47488091";"DESN_SE-3-2";"DESN_SE-3-6"
"4748E6052";"DESN_SE-3-2";"DESN_SE-3-6"
"47490381";"DESN_SE-2-1";"DESN_SE-2-1-1"
"47490383";"DESN_SE-2-1";"DESN_SE-2-1-1"
"47490591";"DESN_SE-3-3";"DESN_SE-3-3"
"47490593";"DESN_SE-2-1";"DESN_SE-2-1-1"
"47491159";"DESN_SE-2-1";"DESN_SE-2-1-1"
"47491931";"DESN_SE-2-1";"DESN_SE-2-1-1"
"47495130";"DESN_SE-2-1";"DESN_SE-2-1-1"
"47500001";"DESN_SE-1-3-1";"DESN_SE-1-3-1"
"47500010";"DESN_SE-1-3-1";"DESN_SE-1-3-1"
"47500012";"DESN_SE-1-3-1";"DESN_SE-1-3-1"
"47500014";"DESN_SE-2-1";"DESN_SE-2-1-1"
"47500595";"DESN_SE-1-3-1";"DESN_SE-1-3-1"
"47500596";"DESN_SE-2-1";"DESN_SE-2-1-1"
"47500628";"DESN_SE-1-3-1";"DESN_SE-1-3-1"
"47501653";"DESN_SE-2-1";"DESN_SE-2-1-1"
"47510001";"DESN_SE-1-2";"DESN_SE-1-4"
"47510002";"DESN_SE-1-2";"DESN_SE-1-4"
"47510387";"DESN_SE-1-2";"DESN_SE-1-4"
"47511000";"DESN_SE-1-2";"DESN_SE-1-4"
"47513503";"DESN_SE-1-2";"DESN_SE-1-4"
"47520001";"DESN_SP-3-2";"DESN_SP-3-2-1"
"47520319";"DESN_SP-3-2";"DESN_SP-3-2-1"
"47520320";"DESN_SP-3-2";"DESN_SP-3-2-1"
"47520321";"DESN_SP-3-2";"DESN_SP-3-2-1"
"47520322";"DESN_SE-1-2";"DESN_SE-1-4"
"47520415";"DESN_SE-1-2";"DESN_SE-1-4"
"47521060";"DESN_SP-1-1";"DESN_SP-1-1-1"
"47521381";"DESN_SP-1-1";"DESN_SP-1-1-1"
"47528106";"DESN_SE-1-2";"DESN_SE-1-4"
"47528107";"DESN_SE-1-2";"DESN_SE-1-4"
"47528108";"DESN_SE-1-2";"DESN_SE-1-4"
"47530001";"DESN_SP-1-1";"DESN_SP-1-1-1"
"47530316";"DESN_SP-1-2";"DESN_SP-1-3"
"47530317";"DESN_SP-1-2";"DESN_SP-1-3"
"47530318";"DESN_SP-1-1";"DESN_SP-1-1-1"
"47530999";"DESN_SP-1-1";"DESN_SP-1-1-1"
"47531507";"DESN_SP-1-2";"DESN_SP-1-3"
"47532203";"DESN_SP-1-2";"DESN_SP-1-3"
"47533076";"DESN_SP-2-1";"DESN_SP-2-1"
"47533077";"DESN_SP-2-1";"DESN_SP-2-1"
"47533078";"DESN_SP-2-1";"DESN_SP-2-1"
"47540001";"DESN_SP-2-2";"DESN_SP-2-2"
"47540002";"DESN_SP-1-2";"DESN_SP-1-3"
"47540003";"DESN_SP-2-2";"DESN_SP-2-2"
"47540004";"DESN_SP-1-2";"DESN_SP-1-3"
"47540735";"DESN_SP-2-2";"DESN_SP-2-2"
"47540736";"DESN_SP-2-2";"DESN_SP-2-2"
"47540738";"DESN_SP-2-2";"DESN_SP-2-2"
"47540739";"DESN_SP-2-2";"DESN_SP-2-2"
"47540740";"DESN_SP-2-2";"DESN_SP-2-2"
"47543025";"DESN_SP-2-2";"DESN_SP-2-2"
"47543026";"DESN_SP-2-2";"DESN_SP-2-2"
"47543059";"DESN_SP-2-2";"DESN_SP-2-2"
"47543085";"DESN_SP-1-2";"DESN_SP-1-3"
"47543086";"DESN_SP-2-1";"DESN_SP-2-1"
"47543087";"DESN_SP-2-2";"DESN_SP-2-2"
"47543088";"DESN_SP-2-1";"DESN_SP-2-1"
"47543093";"DESN_SP-1-2";"DESN_SP-1-3"
"47543287";"DESN_SP-2-2";"DESN_SP-2-2"
"47543288";"DESN_SP-2-1";"DESN_SP-2-1"
"47546001";"DESN_SP-2-2";"DESN_SP-2-2"
"47546002";"DESN_SP-2-2";"DESN_SP-2-2"
"47546003";"DESN_SP-2-2";"DESN_SP-2-2"
"47546004";"DESN_SP-2-1";"DESN_SP-2-1"
"47546005";"DESN_SP-2-2";"DESN_SP-2-2"
"47546006";"DESN_SP-2-2";"DESN_SP-2-2"
"47549202";"DESN_SP-2-1";"DESN_SP-2-1"
"47549261";"DESN_SP-2-1";"DESN_SP-2-1"
"47549262";"DESN_SP-2-2";"DESN_SP-2-2"
"47549263";"DESN_SP-2-1";"DESN_SP-2-1"
"47549266";"DESN_SP-2-1";"DESN_SP-2-1"
"47549267";"DESN_SP-2-1";"DESN_SP-2-1"
"47549268";"DESN_SP-2-1";"DESN_SP-2-1"
"47549269";"DESN_SP-2-1";"DESN_SP-2-1"
"47549270";"DESN_SP-2-1";"DESN_SP-2-1"
"47549271";"DESN_SP-2-1";"DESN_SP-2-1"
"47549272";"DESN_SP-2-1";"DESN_SP-2-1"
"47549275";"DESN_SP-2-1";"DESN_SP-2-1"
"47549287";"DESN_SP-2-1";"DESN_SP-2-1"
"47549288";"DESN_SP-2-1";"DESN_SP-2-1"
"47549292";"DESN_SP-2-1";"DESN_SP-2-1"
"47549293";"DESN_SP-2-1";"DESN_SP-2-1"
"47549356";"DESN_SP-2-1";"DESN_SP-2-1"
"47549366";"DESN_SP-2-1";"DESN_SP-2-1"
"47549368";"DESN_SP-2-1";"DESN_SP-2-1"
"47549370";"DESN_SP-2-1";"DESN_SP-2-1"
"47549372";"DESN_SP-2-1";"DESN_SP-2-1"
"47549400";"DESN_SP-2-1";"DESN_SP-2-1"
"47549401";"DESN_SP-2-2";"DESN_SP-2-2"
"47553032";"DESN_SP-2-1";"DESN_SP-2-1"
"47553033";"DESN_SP-2-2";"DESN_SP-2-2"
"47553057";"DESN_SP-2-2";"DESN_SP-2-2"
"47553058";"DESN_SP-2-2";"DESN_SP-2-2"
"47553063";"DESN_SP-2-1";"DESN_SP-2-1"
"47553064";"DESN_SP-2-1";"DESN_SP-2-1"
"47553089";"DESN_NE-2";"DESN_NE-2"
"47556002";"DESN_SP-2-1";"DESN_SP-2-1"
"47559274";"DESN_SP-2-1";"DESN_SP-2-1"
"47559327";"DESN_SP-2-1";"DESN_SP-2-1"
"47559328";"DESN_SP-2-1";"DESN_SP-2-1"
"47559329";"DESN_SP-2-1";"DESN_SP-2-1"
"47563065";"DESN_NE-1-2";"DESN_NE-1-2"
"47569002";"DESN_NE-1-2";"DESN_NE-1-2"
"48390033";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48390509";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48390682";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48390683";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48391165";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48391166";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48391167";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48391168";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48391169";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48391170";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48391171";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48391942";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48391946";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48391947";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48391948";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4839B123400";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4839B123450";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4839B123470";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4839B600071";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4839M208431";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4839M225201";NA;NA
"4839M226661";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4839M228301";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4839M229401";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4839M230251";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4839M241111";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4839M341281";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4839M49371";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4839M49461";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4839M49571";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4839M652641";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4839ST0162";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4839ST1010";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400001";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400002";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400002a";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400003";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400004";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400010";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400028";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400029";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400040";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400041";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400042";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400043";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400044";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400045";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400046";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400048";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400049_1";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400049_2";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400069";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400071";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48400620";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48401885";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48401973";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48401982";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48401983";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48403004";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840B34351";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840B35601";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840B5000";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840B51331";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840B51411";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840B51601";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840B52281";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840B55701";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840B56030";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840B57601";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840B57720";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840M19341";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840M326301";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840M340011";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840M340511";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840M340571";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840M341191";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840M341941";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840M342041";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840M342051";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840M345521";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840M345971";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840M47561";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840M49081";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840M49082";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4840M49351";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48410001_1";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48410001a";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48410006";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48410007";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48410033";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48410057";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48410058";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48410059";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48410061";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48410492";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48410497";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48410500";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48410621";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48410663";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48410696";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"48410938";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48411448";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48411511";"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"48411583";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48411584";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48411607";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"4841B36841";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4841B36871";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4841B36891";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4841B36961";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4841B37571";"DESN_SAL-GW-059";"DESN_SAL-GW-059"
"4841W042";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48420001_5";"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"48420001_6";"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"48420006";"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"48420007";"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"48420010";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48420013";"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"48420014";"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"48420017";"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"48420018";"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"48420021";"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"48420023";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"48420041";"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"48420043";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48420062";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48420088";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"48420089";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"48420090";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"48420179";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"48420180";"DESN_ZM-2-1";"DESN_ZM-2-1"
"48420215";"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"48420456";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"48420501";"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"48420560";"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"48421093";"DESN_ZM-2-1";"DESN_ZM-2-1"
"48421100";"DESN_ZM-2-1";"DESN_ZM-2-1"
"48421101";"DESN_SAL-GW-060";"DESN_SAL-GW-060"
"48421683";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48421684";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48421983";"DESN_ZM-2-1";"DESN_ZM-2-1"
"48422687";"DESN_SAL-GW-058";"DESN_SAL-GW-058"
"48426584";"DESN_FM-2-1";"DESN_FM-2-1"
"48426685";"DESN_VM-1-2-1";"DESN_VM-1-2-1"
"48430005";"DESN_FM-2-1";"DESN_FM-2-1"
"48430006";"DESN_FM-2-1";"DESN_FM-2-1"
"48430007";"DESN_FM-2-1";"DESN_FM-2-1"
"48430008";"DESN_FM-2-1";"DESN_FM-2-1"
"48430009";"DESN_FM-2-1";"DESN_FM-2-1"
"48430010";"DESN_FM-2-1";"DESN_FM-2-1"
"48430011";"DESN_FM-2-1";"DESN_FM-2-1"
"48430989";"DESN_FM-2-1";"DESN_FM-2-1"
"48431017";"DESN_FM-2-1";"DESN_FM-2-1"
"48431018";"DESN_ZM-2-1";"DESN_ZM-2-1"
"48431019";"DESN_ZM-2-1";"DESN_ZM-2-1"
"48431020";"DESN_ZM-2-1";"DESN_ZM-2-1"
"48431021";"DESN_FM-2-1";"DESN_FM-2-1"
"48431031";"DESN_FM-2-1";"DESN_FM-2-1"
"48431096";"DESN_FM-2-1";"DESN_FM-2-1"
"48431097";"DESN_FM-2-1";"DESN_FM-2-1"
"48431149";"DESN_FM-2-1";"DESN_FM-2-1"
